date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:30:22	291010/291010	------	200	untouched ('OK')	text/html	date:Tue,%2022%20Jul%202025%2022:33:07%20GMT	https://www.landio.com/listing/tn-stewart-00059	D:/LANDIO/LANDIO/LANDIO/www.landio.com/listing/tn-stewart-00059.html	(from https://www.landio.com/)
02:30:22	606638/606638	------	200	untouched ('')	image/jpeg	etag:%2292e29953685a45f8d2e4a8030bd0162c%22	https://cdn.prod.website-files.com/57e230cebffd9310200495da/686b148229858215ab9dc9c4_tn_stewart_00059_1.jpeg	D:/LANDIO/LANDIO/LANDIO/cdn.prod.website-files.com/57e230cebffd9310200495da/686b148229858215ab9dc9c4_tn_stewart_00059_1.jpg	(from https://www.landio.com/)
02:30:22	291573/291573	------	200	untouched ('OK')	text/html	date:Tue,%2022%20Jul%202025%2022:45:58%20GMT	https://www.landio.com/listing/tn-stewart-00053	D:/LANDIO/LANDIO/LANDIO/www.landio.com/listing/tn-stewart-00053.html	(from https://www.landio.com/)
02:30:22	641369/641369	------	200	untouched ('')	image/jpeg	etag:%225d021e6cc934aed74ea75557c80017b8%22	https://cdn.prod.website-files.com/57e230cebffd9310200495da/6877dde5ebb907e57cd752d8_TN_Stewart_00053%20-%201.jpeg	D:/LANDIO/LANDIO/LANDIO/cdn.prod.website-files.com/57e230cebffd9310200495da/6877dde5ebb907e57cd752d8_TN_Stewart_00053%20-%201.jpg	(from https://www.landio.com/)
02:30:22	6366/6366	------	502	error ('Bad%20Gateway')	text/html	date:Tue,%2022%20Jul%202025%2023:23:04%20GMT	https://www.landio.com/listing/az-pima-00001	D:/LANDIO/LANDIO/LANDIO/www.landio.com/listing/az-pima-00001.3f.delayed	(from https://www.landio.com/)
02:30:22	617739/617739	------	200	untouched ('')	image/jpeg	etag:%22626ce9e1e6819c7e769b2447fc69e63c%22	https://cdn.prod.website-files.com/57e230cebffd9310200495da/686b1328c61aff0be7127131_tn_stewart_00052_1.jpeg	D:/LANDIO/LANDIO/LANDIO/cdn.prod.website-files.com/57e230cebffd9310200495da/686b1328c61aff0be7127131_tn_stewart_00052_1.jpg	(from https://www.landio.com/)
02:30:22	291020/291020	------	200	untouched ('OK')	text/html	date:Tue,%2022%20Jul%202025%2022:46:30%20GMT	https://www.landio.com/listing/tn-stewart-00050	D:/LANDIO/LANDIO/LANDIO/www.landio.com/listing/tn-stewart-00050.html	(from https://www.landio.com/)
02:30:22	614996/614996	------	200	untouched ('')	image/jpeg	etag:%22f2b8503dbc60e9840a0de536e59b4605%22	https://cdn.prod.website-files.com/57e230cebffd9310200495da/686b129afa557f4402421ba7_tn_stewart_00050_1.jpeg	D:/LANDIO/LANDIO/LANDIO/cdn.prod.website-files.com/57e230cebffd9310200495da/686b129afa557f4402421ba7_tn_stewart_00050_1.jpg	(from https://www.landio.com/)
02:30:22	291019/291019	------	200	untouched ('OK')	text/html	date:Tue,%2022%20Jul%202025%2022:30:34%20GMT	https://www.landio.com/listing/tn-stewart-00049	D:/LANDIO/LANDIO/LANDIO/www.landio.com/listing/tn-stewart-00049.html	(from https://www.landio.com/)
02:30:22	6364/6364	------	502	error ('Bad%20Gateway')	text/html	date:Tue,%2022%20Jul%202025%2023:23:05%20GMT	https://www.landio.com/listing/nm-luna-00031	D:/LANDIO/LANDIO/LANDIO/www.landio.com/listing/nm-luna-00031.41.delayed	(from https://www.landio.com/)
02:30:22	562605/562605	------	200	untouched ('')	image/jpeg	etag:%22fb9abc518b0e671e5fdf8cdf37c7d635%22	https://cdn.prod.website-files.com/57e230cebffd9310200495da/686b12080db2fef1de82e948_tn_stewart_00049_1.jpeg	D:/LANDIO/LANDIO/LANDIO/cdn.prod.website-files.com/57e230cebffd9310200495da/686b12080db2fef1de82e948_tn_stewart_00049_1.jpg	(from https://www.landio.com/)
02:30:22	613386/613386	------	200	untouched ('')	image/jpeg	etag:%222068b146949e9894393748fec5de6d1e%22	https://cdn.prod.website-files.com/57e230cebffd9310200495da/686b1167f57b63285588ec2a_tn_stewart_00048_1.jpeg	D:/LANDIO/LANDIO/LANDIO/cdn.prod.website-files.com/57e230cebffd9310200495da/686b1167f57b63285588ec2a_tn_stewart_00048_1.jpg	(from https://www.landio.com/)
02:30:22	292000/292000	------	200	untouched ('OK')	text/html	date:Tue,%2022%20Jul%202025%2022:39:44%20GMT	https://www.landio.com/listing/ar-jefferson-00001	D:/LANDIO/LANDIO/LANDIO/www.landio.com/listing/ar-jefferson-00001.html	(from https://www.landio.com/)
02:30:22	349559/349559	------	200	untouched ('')	image/jpeg	etag:%22d0f1b423fc391522075e761c648ab61d%22	https://cdn.prod.website-files.com/57e230cebffd9310200495da/68735b17de0e69517a552be5_ar_jefferson_00001_1.jpeg	D:/LANDIO/LANDIO/LANDIO/cdn.prod.website-files.com/57e230cebffd9310200495da/68735b17de0e69517a552be5_ar_jefferson_00001_1.jpg	(from https://www.landio.com/)
02:30:22	6364/6364	------	502	error ('Bad%20Gateway')	text/html	date:Tue,%2022%20Jul%202025%2023:23:07%20GMT	https://www.landio.com/listing/co-las-animas-00056	D:/LANDIO/LANDIO/LANDIO/www.landio.com/listing/co-las-animas-00056.45.delayed	(from https://www.landio.com/)
02:30:22	296746/296746	------	200	untouched ('OK')	text/html	date:Tue,%2022%20Jul%202025%2022:40:51%20GMT	https://www.landio.com/listing/nm-torrance-00019	D:/LANDIO/LANDIO/LANDIO/www.landio.com/listing/nm-torrance-00019.html	(from https://www.landio.com/)
02:30:22	400548/400548	------	200	untouched ('')	image/jpeg	etag:%228f740c8ed05f09ceca088f018edafc4d%22	https://cdn.prod.website-files.com/57e230cebffd9310200495da/68729f0b33838b796128e934_nm_torrance_00019_1.jpeg	D:/LANDIO/LANDIO/LANDIO/cdn.prod.website-files.com/57e230cebffd9310200495da/68729f0b33838b796128e934_nm_torrance_00019_1.jpg	(from https://www.landio.com/)
02:30:22	292571/292571	------	200	untouched ('OK')	text/html	date:Tue,%2022%20Jul%202025%2023:03:40%20GMT	https://www.landio.com/listing/nv-humboldt-00001	D:/LANDIO/LANDIO/LANDIO/www.landio.com/listing/nv-humboldt-00001.html	(from https://www.landio.com/)
02:30:22	261143/261143	------	200	untouched ('')	image/jpeg	etag:%229d843ab70eb8480584dbd49624a8593e%22	https://cdn.prod.website-files.com/57e230cebffd9310200495da/67d34be4457d41bbd3b6e287_nv_humboldt_00001_1.jpeg	D:/LANDIO/LANDIO/LANDIO/cdn.prod.website-files.com/57e230cebffd9310200495da/67d34be4457d41bbd3b6e287_nv_humboldt_00001_1.jpg	(from https://www.landio.com/)
02:30:22	320351/320351	------	200	untouched ('')	image/jpeg	etag:%22b3336343d973f80645a30189b61ff441%22	https://cdn.prod.website-files.com/57e230cebffd9310200495da/67cb859e956b146ddad81862_nm_cibola_00079_1.jpeg	D:/LANDIO/LANDIO/LANDIO/cdn.prod.website-files.com/57e230cebffd9310200495da/67cb859e956b146ddad81862_nm_cibola_00079_1.jpg	(from https://www.landio.com/)
02:30:22	464038/464038	------	200	untouched ('')	image/jpeg	etag:%2275fac2cf2da667e04291d62c2e6f5f53%22	https://cdn.prod.website-files.com/57e230cebffd9310200495da/67c096472cfc15a1498eb3ff_nm_cibola_00078_1.jpeg	D:/LANDIO/LANDIO/LANDIO/cdn.prod.website-files.com/57e230cebffd9310200495da/67c096472cfc15a1498eb3ff_nm_cibola_00078_1.jpg	(from https://www.landio.com/)
02:30:22	292319/292319	------	200	untouched ('OK')	text/html	date:Tue,%2022%20Jul%202025%2023:05:00%20GMT	https://www.landio.com/listing/ca-siskiyou-00001	D:/LANDIO/LANDIO/LANDIO/www.landio.com/listing/ca-siskiyou-00001.html	(from https://www.landio.com/)
02:30:22	311634/311634	------	200	untouched ('')	image/jpeg	etag:%2297969c2f07e74405924cd48bf55e1a9a%22	https://cdn.prod.website-files.com/57e230cebffd9310200495da/67bde1784bdb487c58570385_ca_siskiyou_00002_1.jpeg	D:/LANDIO/LANDIO/LANDIO/cdn.prod.website-files.com/57e230cebffd9310200495da/67bde1784bdb487c58570385_ca_siskiyou_00002_1.jpg	(from https://www.landio.com/)
02:30:22	6364/6364	------	502	error ('Bad%20Gateway')	text/html	date:Tue,%2022%20Jul%202025%2023:23:26%20GMT	https://www.landio.com/listing/fl-washington-00002	D:/LANDIO/LANDIO/LANDIO/www.landio.com/listing/fl-washington-00002.4d.delayed	(from https://www.landio.com/)
02:30:22	572030/572030	------	200	untouched ('')	image/jpeg	etag:%224d5e2252a3d32a0983316fab01ee2e79%22	https://cdn.prod.website-files.com/57e230cebffd9310200495da/67465cd7d98c65007d6d0490_az_pima_00001_1.jpeg	D:/LANDIO/LANDIO/LANDIO/cdn.prod.website-files.com/57e230cebffd9310200495da/67465cd7d98c65007d6d0490_az_pima_00001_1.jpg	(from https://www.landio.com/)
02:30:22	400229/400229	------	200	untouched ('')	image/jpeg	etag:%22a1c2a58a452d34b97dab2ba399bfc5a9%22	https://cdn.prod.website-files.com/57e230cebffd9310200495da/6792d83c194f4b5a31a13e8c_nm_luna_00031_1.jpeg	D:/LANDIO/LANDIO/LANDIO/cdn.prod.website-files.com/57e230cebffd9310200495da/6792d83c194f4b5a31a13e8c_nm_luna_00031_1.jpg	(from https://www.landio.com/)
02:30:22	289107/289107	------	200	untouched ('OK')	text/html	date:Tue,%2022%20Jul%202025%2023:07:30%20GMT	https://www.landio.com/listing/co-huerfano-00110	D:/LANDIO/LANDIO/LANDIO/www.landio.com/listing/co-huerfano-00110.html	(from https://www.landio.com/)
02:30:22	284004/284004	------	200	untouched ('')	image/jpeg	etag:%22b5497181aea20b74106d219d7ef6c059%22	https://cdn.prod.website-files.com/57e230cebffd9310200495da/6694099979c4ff2e354e5306_co_huerfano_00110_1.jpeg	D:/LANDIO/LANDIO/LANDIO/cdn.prod.website-files.com/57e230cebffd9310200495da/6694099979c4ff2e354e5306_co_huerfano_00110_1.jpg	(from https://www.landio.com/)
02:30:22	6366/6366	------	502	error ('Bad%20Gateway')	text/html	date:Tue,%2022%20Jul%202025%2023:23:27%20GMT	https://www.landio.com/listing/az-mohave-00003	D:/LANDIO/LANDIO/LANDIO/www.landio.com/listing/az-mohave-00003.4f.delayed	(from https://www.landio.com/)
02:30:22	562132/562132	------	200	untouched ('')	image/jpeg	etag:%22d899e40219b13a796219f9fa0aa3af7d%22	https://cdn.prod.website-files.com/57e230cebffd9310200495da/663c1f9994862223ea54f502_co_las-animas_00001_1.jpeg	D:/LANDIO/LANDIO/LANDIO/cdn.prod.website-files.com/57e230cebffd9310200495da/663c1f9994862223ea54f502_co_las-animas_00001_1.jpg	(from https://www.landio.com/)
02:30:22	290629/290629	------	200	untouched ('OK')	text/html	date:Tue,%2022%20Jul%202025%2022:29:16%20GMT	https://www.landio.com/listing/fl-calhoun-00001	D:/LANDIO/LANDIO/LANDIO/www.landio.com/listing/fl-calhoun-00001.html	(from https://www.landio.com/)
02:30:22	422122/422122	------	200	untouched ('')	image/jpeg	etag:%22c10ef28e6290d2498a229e94891a415f%22	https://cdn.prod.website-files.com/57e230cebffd9310200495da/66832e3b237526d31a743d99_fl_calhoun_00001_1.jpeg	D:/LANDIO/LANDIO/LANDIO/cdn.prod.website-files.com/57e230cebffd9310200495da/66832e3b237526d31a743d99_fl_calhoun_00001_1.jpg	(from https://www.landio.com/)
02:30:22	289933/289933	------	200	untouched ('OK')	text/html	date:Tue,%2022%20Jul%202025%2022:30:37%20GMT	https://www.landio.com/listing/nm-cibola-00077	D:/LANDIO/LANDIO/LANDIO/www.landio.com/listing/nm-cibola-00077.html	(from https://www.landio.com/)
02:30:22	6366/6366	------	502	error ('Bad%20Gateway')	text/html	date:Tue,%2022%20Jul%202025%2023:23:28%20GMT	https://www.landio.com/listing/nm-santa-fe-00003	D:/LANDIO/LANDIO/LANDIO/www.landio.com/listing/nm-santa-fe-00003.51.delayed	(from https://www.landio.com/)
02:30:22	609663/609663	------	200	untouched ('')	image/jpeg	etag:%22416b9d2a0225cd4febd1998f553d2b6f%22	https://cdn.prod.website-files.com/57e230cebffd9310200495da/66ca9338a84a018f516f3b03_nm_cibola_00077_1.jpeg	D:/LANDIO/LANDIO/LANDIO/cdn.prod.website-files.com/57e230cebffd9310200495da/66ca9338a84a018f516f3b03_nm_cibola_00077_1.jpg	(from https://www.landio.com/)
02:30:22	289930/289930	------	200	untouched ('OK')	text/html	date:Tue,%2022%20Jul%202025%2022:34:46%20GMT	https://www.landio.com/listing/co-saguache-00005	D:/LANDIO/LANDIO/LANDIO/www.landio.com/listing/co-saguache-00005.html	(from https://www.landio.com/)
02:30:22	356076/356076	------	200	untouched ('')	image/jpeg	etag:%22571c711b24b1b29e1b7825927a9d637b%22	https://cdn.prod.website-files.com/57e230cebffd9310200495da/66abee716c60fe55e674150b_co_saguache_00005_1.jpeg	D:/LANDIO/LANDIO/LANDIO/cdn.prod.website-files.com/57e230cebffd9310200495da/66abee716c60fe55e674150b_co_saguache_00005_1.jpg	(from https://www.landio.com/)
